-0.0067859	0.0037983
0.026853	0.0034904
0.092340	0.0053961
0.19430	0.0044396
0.29400	0.0088266
0.30714	0.018667
0.31564	0.031202
0.32244	0.042287
0.32302	0.066993
0.32598	0.083821
0.32884	0.11845
0.32937	0.10015
0.33050	0.13225
0.33098	0.17204
0.33185	0.15666
0.33529	0.18979
0.33534	0.20636
0.33685	0.23025
0.33813	0.27506
0.33902	0.25988
0.34252	0.29951
0.34480	0.32655
0.34624	0.35095
0.35148	0.37537
0.35649	0.39477
0.35732	0.41011
0.36394	0.43079
0.36724	0.45514
0.37268	0.47739
0.37651	0.50006
0.38924	0.52927
0.39913	0.56069
0.40600	0.58970
0.41407	0.61006
0.42134	0.63356
0.42144	0.54263
0.42857	0.59600
0.43493	0.55933
0.43513	0.52153
0.43792	0.48976
0.44127	0.45713
0.44553	0.42307
0.44995	0.39237
0.45579	0.36594
0.45966	0.35084
0.46428	0.32433
0.46854	0.30685
0.47125	0.29117
0.47650	0.26504
0.48481	0.25191
0.48881	0.23418
0.49149	0.22015
0.49520	0.20163
0.50653	0.18044
0.51437	0.16415
0.52402	0.14491
0.53507	0.12378
0.54572	0.10257
0.57974	0.072544
0.60767	0.052454
0.62812	0.040296
0.66990	0.026925
0.69954	0.019114
0.72539	0.012960
0.75955	0.011279
0.80221	0.0083535
0.84634	0.0079328
0.88974	0.0072429
0.93313	0.0068783
0.97653	0.0067115
1.0239	0.0059996
1.0633	0.0067345
1.1063	0.0063822
1.1493	0.0065313
1.1918	0.0049093
1.2260	0.0039703
1.2911	0.0047573
1.3258	0.0046977
1.3945	0.0043659
1.4288	0.0046328
1.4975	0.0047753
1.5306	0.0045289
1.5980	0.0040454
1.6309	0.0043905
1.6992	0.0040295
1.7334	0.0046674
1.7934	0.0053647
1.8263	0.0044043
1.9037	0.0058377
1.9371	0.0051867
2.0063	0.0043654
