3.6080	0.035763
14.876	0.030236
21.569	0.021906
24.880	0.016054
27.332	0.0099490
31.225	0.0058584
32.549	0.0040139
34.423	0.0026946
35.514	0.0020266
38.069	0.00088220
39.579	0.00048723
41.460	0.00026486
42.704	0.00018525
46.288	0.00012706
48.497	0.000081920
53.418	0.000058626
56.499	0.000043140
63.008	0.000026595
73.470	0.000017148
82.870	0.000012084
94.241	0.0000086746
110.19	0.0000059486
130.00	0.0000042341
144.45	0.0000033372
164.46	0.0000025647
185.74	0.0000020223
204.99	0.0000016848
224.35	0.0000014647
246.51	0.0000012073
265.31	0.0000010609
284.09	9.3592e-7
307.35	8.1287e-7
325.03	7.4299e-7
348.28	6.6004e-7
365.80	6.0500e-7
389.41	5.5501e-7
407.00	5.0800e-7
428.20	4.7114e-7
451.78	4.2887e-7
472.64	4.0373e-7
491.25	3.7726e-7
501.53	0.00045535
515.58	3.4816e-7
520.84	0.00045560
530.84	3.2769e-7
544.02	0.00045535
557.93	3.0629e-7
563.33	0.00045514
574.87	2.8713e-7
586.50	0.00045572
594.06	2.7343e-7
606.39	0.00045454
607.98	2.6005e-7
619.09	2.4994e-7
628.21	0.00045547
639.36	2.4435e-7
658.01	2.3163e-7
679.72	2.2282e-7
698.21	2.1399e-7
720.20	2.0377e-7
734.23	1.9522e-7
745.54	1.8932e-7
764.82	1.8160e-7
784.04	1.7270e-7
803.54	1.6918e-7
825.55	1.5881e-7
841.79	1.5440e-7
866.34	1.4672e-7
882.65	1.4513e-7
908.06	1.3905e-7
922.57	1.3601e-7
937.17	1.3517e-7
951.94	1.3072e-7
963.45	1.2752e-7
983.14	1.2127e-7
996.80	1.2001e-7
