0.005 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.015 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.025 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.035 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.045 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.055 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.065 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.075 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.085 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.095 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.105 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.115 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.125 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.135 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.145 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.155 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.165 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.175 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.185 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.195 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.205 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.215 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.225 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.235 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.245 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.255 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.265 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.275 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.285 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.295 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.305 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.315 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.325 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.335 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.345 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.355 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.365 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.375 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.385 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.395 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.405 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.415 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.425 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.435 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.445 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.455 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.465 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.475 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.485 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
0.495 	8.2464857168 	9.97027455734e-16 	0.000511265718157 	0.00101787951218 	0.03
