0.028116	0.64420
0.068846	0.63762
0.10958	0.63710
0.14944	0.63935
0.19574	0.65256
0.23353	0.65374
0.27720	0.65465
0.31344	0.63432
0.33404	0.50252
0.34003	0.39584
0.35213	0.32663
0.36011	0.28316
0.36414	0.22676
0.37620	0.18401
0.38341	0.15701
0.38529	0.13177
0.39583	0.098990
0.40496	0.077883
0.40555	0.062575
0.40573	0.049334
0.41128	0.037877
0.41142	0.029825
0.41551	0.023990
0.41599	0.016559
0.42007	0.012590
0.42211	0.010727
0.42222	0.0091358
0.42700	0.0077740
0.42720	0.0067155
0.43704	0.010740
0.43790	0.020562
0.44185	0.029625
0.44660	0.034847
0.44723	0.042320
0.44934	0.054980
0.45235	0.066654
0.46218	0.085274
0.47223	0.11212
0.47850	0.13160
0.49464	0.16319
0.50513	0.18910
0.52032	0.22030
0.54646	0.26284
0.57481	0.29220
0.61107	0.31434
0.65474	0.33210
0.69547	0.34838
0.73620	0.35177
0.77693	0.35505
0.81766	0.35756
0.85839	0.35718
0.89912	0.35735
0.93985	0.35872
0.98058	0.35944
1.0213	0.35944
1.0620	0.36073
1.1028	0.35979
1.1435	0.36137
1.1842	0.36151
1.2250	0.36079
1.2657	0.36281
1.3064	0.36222
1.3472	0.36306
1.3879	0.36359
1.4286	0.36324
1.4693	0.36503
1.5101	0.36431
1.5508	0.36527
1.5915	0.36564
1.6323	0.36604
1.6730	0.36699
1.7137	0.36614
1.7545	0.36770
1.7952	0.36748
1.8359	0.36858
1.8767	0.36915
1.9174	0.36880
1.9581	0.36990
1.9887	0.36939
