0.00E+00	1.11E-02	6.37E-01	7.00E-03
2.50E-02	1.80E-02	6.30E-01	7.00E-03
5.00E-02	4.90E-02	5.97E-01	6.99E-03
7.50E-02	1.18E-01	5.25E-01	6.98E-03
1.00E-01	2.04E-01	4.41E-01	6.95E-03
1.25E-01	2.61E-01	3.86E-01	6.91E-03
1.50E-01	2.86E-01	3.62E-01	6.83E-03
1.75E-01	2.96E-01	3.54E-01	6.75E-03
2.00E-01	2.99E-01	3.51E-01	6.66E-03
2.25E-01	3.00E-01	3.50E-01	6.57E-03
2.50E-01	3.00E-01	3.50E-01	6.48E-03
2.75E-01	3.00E-01	3.50E-01	6.38E-03
3.00E-01	3.00E-01	3.50E-01	6.29E-03
3.25E-01	3.00E-01	3.50E-01	6.20E-03
3.50E-01	3.00E-01	3.50E-01	6.11E-03
3.75E-01	3.00E-01	3.50E-01	6.01E-03
4.00E-01	3.00E-01	3.50E-01	5.92E-03
4.25E-01	3.00E-01	3.50E-01	5.83E-03
4.50E-01	3.00E-01	3.50E-01	5.74E-03
4.75E-01	3.00E-01	3.50E-01	5.64E-03
5.00E-01	3.00E-01	3.50E-01	5.55E-03
5.25E-01	3.00E-01	3.50E-01	5.46E-03
5.50E-01	3.00E-01	3.50E-01	5.37E-03
5.75E-01	3.00E-01	3.50E-01	5.27E-03
6.00E-01	3.00E-01	3.50E-01	5.18E-03
6.25E-01	3.00E-01	3.50E-01	5.09E-03
6.50E-01	3.00E-01	3.50E-01	5.00E-03
6.75E-01	3.00E-01	3.50E-01	4.90E-03
7.00E-01	3.00E-01	3.50E-01	4.81E-03
7.25E-01	3.00E-01	3.50E-01	4.72E-03
7.50E-01	3.00E-01	3.50E-01	4.63E-03
7.75E-01	3.00E-01	3.50E-01	4.53E-03
8.00E-01	3.00E-01	3.50E-01	4.44E-03
8.25E-01	3.00E-01	3.50E-01	4.35E-03
8.50E-01	3.00E-01	3.50E-01	4.26E-03
8.75E-01	3.00E-01	3.50E-01	4.16E-03
9.00E-01	3.00E-01	3.50E-01	4.07E-03
9.25E-01	3.00E-01	3.50E-01	3.98E-03
9.50E-01	3.00E-01	3.50E-01	3.89E-03
9.75E-01	3.00E-01	3.50E-01	3.79E-03
1.00E+00	3.00E-01	3.50E-01	3.70E-03
1.03E+00	3.00E-01	3.50E-01	3.61E-03
1.05E+00	3.00E-01	3.50E-01	3.52E-03
1.08E+00	3.00E-01	3.50E-01	3.42E-03
1.10E+00	3.00E-01	3.50E-01	3.33E-03
1.13E+00	3.00E-01	3.50E-01	3.24E-03
1.15E+00	3.00E-01	3.50E-01	3.15E-03
1.18E+00	3.00E-01	3.50E-01	3.05E-03
1.20E+00	3.00E-01	3.50E-01	2.96E-03
1.23E+00	3.00E-01	3.50E-01	2.87E-03
1.25E+00	3.00E-01	3.50E-01	2.78E-03
1.28E+00	3.00E-01	3.50E-01	2.68E-03
1.30E+00	3.00E-01	3.50E-01	2.59E-03
1.33E+00	3.00E-01	3.50E-01	2.50E-03
1.35E+00	3.00E-01	3.50E-01	2.41E-03
1.38E+00	3.00E-01	3.50E-01	2.31E-03
1.40E+00	3.00E-01	3.50E-01	2.22E-03
1.43E+00	3.00E-01	3.50E-01	2.13E-03
1.45E+00	3.00E-01	3.50E-01	2.04E-03
1.48E+00	3.00E-01	3.50E-01	1.94E-03
1.50E+00	3.00E-01	3.50E-01	1.85E-03
1.53E+00	3.00E-01	3.50E-01	1.76E-03
1.55E+00	3.00E-01	3.50E-01	1.67E-03
1.58E+00	3.00E-01	3.50E-01	1.57E-03
1.60E+00	3.00E-01	3.50E-01	1.48E-03
1.63E+00	3.00E-01	3.50E-01	1.39E-03
1.65E+00	3.00E-01	3.50E-01	1.30E-03
1.68E+00	3.00E-01	3.50E-01	1.20E-03
1.70E+00	3.00E-01	3.50E-01	1.11E-03
1.73E+00	3.00E-01	3.50E-01	1.02E-03
1.75E+00	3.00E-01	3.50E-01	9.25E-04
1.78E+00	3.00E-01	3.50E-01	8.33E-04
1.80E+00	3.00E-01	3.50E-01	7.40E-04
1.83E+00	3.00E-01	3.50E-01	6.48E-04
1.85E+00	3.00E-01	3.50E-01	5.55E-04
1.88E+00	3.00E-01	3.50E-01	4.63E-04
1.90E+00	3.00E-01	3.50E-01	3.70E-04
1.93E+00	3.00E-01	3.50E-01	2.78E-04
1.95E+00	3.00E-01	3.50E-01	1.85E-04
1.98E+00	3.00E-01	3.50E-01	9.25E-05
2.00E+00	3.00E-01	3.50E-01	0.00E+00
