0.0045421	0.0069641
0.11214	0.0069444
0.20601	0.0069078
0.27940	0.0068833
0.36082	0.0068413
0.43806	0.0068185
0.52184	0.0067883
0.58426	0.0067635
0.66632	0.0067319
0.73137	0.0067095
0.81569	0.0066737
0.88656	0.0066449
0.97743	0.0066122
1.0516	0.0065833
1.1000	0.0065493
1.1439	0.0065095
1.1813	0.0064507
1.2108	0.0063806
1.2546	0.0061721
1.2852	0.0059846
1.3086	0.0057894
1.3334	0.0056147
1.3597	0.0053837
1.3816	0.0052341
1.4035	0.0050050
1.4254	0.0048585
1.4417	0.0046741
1.4678	0.0044820
1.4897	0.0042885
1.5097	0.0041186
1.5321	0.0039584
1.5496	0.0037678
1.5754	0.0035084
1.6124	0.0032842
1.6405	0.0030515
1.6486	0.0029091
1.6677	0.0027750
1.6869	0.0026254
1.7000	0.0025267
1.7182	0.0023324
1.7511	0.0020825
1.7706	0.0019326
1.7809	0.0017995
1.8175	0.0015170
1.8379	0.0013416
1.8599	0.0011986
1.8949	0.00096824
1.9109	0.00073379
1.9301	0.00055800
1.9607	0.00033454
1.9982	0.000053489
